VegetationID,Name,Physiognomy,Notes
2328,Alaska Sub-boreal Mesic Subalpine Alder Shrubland,Shrubland,
2329,Western North American Boreal Mesic Scrub Birch-Willow Shrubland-Boreal,,
2330,Western North American Sub-boreal Mesic Bluejoint Meadow,Grassland,
2331,Western North American Boreal Montane Floodplain Forest and Shrubland-Boreal,Conifer-Hardwood,
2332,Western North American Boreal Lowland Large River Floodplain Forest and Shrubland,Conifer-Hardwood,
2333,Western North American Boreal Riparian Stringer Forest and Shrubland,Riparian,
2334,Western North American Boreal Shrub and Herbaceous Floodplain Wetland,Peatland non-forest,
2335,Western North American Boreal Black Spruce Dwarf-tree Peatland-Boreal Complex,Peatland Forest,
2336,Western North American Boreal Black Spruce Wet-Mesic Slope Woodland,Peatland Forest,
2337,Western North American Boreal Deciduous Shrub Swamp,Riparian,
2338,Western North American Boreal Low Shrub-Tussock Tundra,Peatland non-forest,
2339,Western North American Boreal Tussock Tundra,Peatland non-forest,
2340,Western North American Boreal Wet Black Spruce-Tussock Woodland,Peatland Forest,
2341,Western North American Boreal Alpine Dwarf-Shrub Summit,Shrubland,
2342,Alaska Arctic Mesic Alder Shrubland,Shrubland,
2343,Alaska Arctic Mesic-Wet Willow Shrubland,Shrubland,
2344,Alaskan Pacific Maritime Mesic Herbaceous Meadow,Grassland,
2345,Alaska Arctic Scrub Birch-Ericaceous Shrubland-Frequent Fire,Shrubland,
2346,Alaska Arctic Mesic Sedge-Willow Tundra,Shrubland,
2347,Alaska Arctic Acidic Sparse Tundra,Grassland,
2348,Alaska Arctic Lichen Tundra,Grassland,
2349,Alaska Arctic Acidic Dryas Dwarf-Shrubland,Shrubland,
2350,Alaska Arctic Dwarf-Shrubland-Frequent Fire,Shrubland,
2351,Alaska Arctic Tussock Tundra-Frequent Fire,Grassland,
2352,Alaska Arctic Pendantgrass Freshwater Marsh,Riparian,
2353,Alaska Arctic Wet Sedge Meadow,Peatland non-forest,
2354,Alaska Arctic Mesic Herbaceous Meadow,Grassland,
2355,Alaska Arctic Coastal Sedge-Dwarf-Shrubland,Shrubland,
2356,Alaska Arctic Wet Sedge-Sphagnum Peatland,Peatland non-forest,
2357,Alaska Arctic Dwarf-Shrub-Sphagnum Peatland,Peatland non-forest,
2358,Alaska Arctic Permafrost Plateau Dwarf-Shrub Lichen Tundra,Peatland non-forest,
2359,Alaska Arctic Sedge Freshwater Marsh,Riparian,
2360,Alaska Arctic Polygonal Ground Wet Sedge Tundra,Grassland,
2361,Alaska Arctic Polygonal Ground Shrub-Tussock Tundra,Grassland,
2362,Alaska Arctic Marine Beach and Beach Meadow,Grassland,
2363,Alaska Arctic Tidal Marsh,Riparian,
2364,Alaska Arctic Coastal Brackish Meadow,Riparian,
2365,Alaska Arctic Large River Floodplain,Hardwood,
2366,Alaska Arctic Floodplain,Hardwood,
2367,Alaska Arctic Bedrock and Talus,Sparse,
2369,Western North American Boreal Treeline White Spruce Woodland-Boreal,Conifer,
2370,Western North American Boreal Treeline White Spruce Woodland-Alaska Sub-boreal,Conifer,
2371,Western North American Boreal White Spruce-Hardwood Forest,Conifer-Hardwood,
2372,Western North American Boreal Mesic Black Spruce Forest-Boreal,Conifer,
2373,Western North American Boreal Mesic Black Spruce Forest-Alaska Sub-boreal,Conifer,
2374,Western North American Boreal Mesic Birch-Aspen Forest,Hardwood,
2375,Western North American Boreal Dry Aspen-Steppe Bluff-Lower Elevations,Hardwood,
2376,Western North American Boreal Dry Aspen-Steppe Bluff-Higher Elevations,Shrubland,
2377,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,Hardwood,
2378,Alaska Sub-boreal Avalanche Slope Shrubland,Shrubland,
2379,Alaska Sub-Boreal Mesic Subalpine Alder Shrubland,Shrubland,
2380,Western North American Boreal Mesic Scrub Birch-Willow Shrubland-Boreal,Shrubland,
2381,Western North American Boreal Mesic Scrub Birch-Willow Shrubland-Alaska Sub-boreal,Shrubland,
2382,Western North American Sub-boreal Mesic Bluejoint Meadow,Grassland,
2383,Western North American Boreal Dry Grassland,Grassland,
2384,Western North American Boreal Montane Floodplain Forest and Shrubland-Boreal,Conifer-Hardwood,
2385,Western North American Boreal Montane Floodplain Forest and Shrubland-Alaska Sub-boreal,Conifer-Hardwood,
2386,Western North American Boreal Lowland Large River Floodplain Forest and Shrubland,Conifer-Hardwood,
2387,Western North American Boreal Riparian Stringer Forest and Shrubland,Riparian,
2388,Western North American Boreal Shrub and Herbaceous Floodplain Wetland,Peatland non-forest,
2389,Western North American Boreal Herbaceous Fen-Alaska Sub-Boreal Complex,Peatland non-forest,
2390,Western North American Boreal Black Spruce Dwarf-tree Peatland-Boreal Complex,Peatland Forest,
2391,Western North American Boreal Black Spruce Dwarf-tree Peatland-Alaska Sub-boreal Complex,Peatland Forest,
2392,Western North American Boreal Black Spruce Wet-Mesic Slope Woodland,Peatland Forest,
2393,Western North American Boreal Deciduous Shrub Swamp,Riparian,
2394,Western North American Boreal Low Shrub-Tussock Tundra,Peatland non-forest,
2395,Western North American Boreal Tussock Tundra,Peatland non-forest,
2396,Western North American Boreal Wet Black Spruce-Tussock Woodland,Peatland Forest,
2397,Western North American Boreal Alpine Dwarf-Shrub Summit,Shrubland,
2399,Western North American Boreal Alpine Mesic Herbaceous Meadow,Grassland,
2400,Western North American Boreal Alpine Ericaceous Dwarf-Shrubland-Complex,Shrubland,
2401,Western North American Boreal Alpine Floodplain-Lower Elevations,Shrubland,
2402,Western North American Boreal Alpine Floodplain-Higher Elevations,Shrubland,
2403,Aleutian Kenai Birch-Cottonwood-Poplar Forest,Hardwood,
2404,Alaskan Pacific Maritime Alpine Dwarf-Shrubland,Shrubland,
2405,Alaska Sub-boreal and Maritime Alpine Mesic Herbaceous Meadow,Grassland,
2406,Alaskan Pacific Maritime Sitka Spruce Forest,Conifer,
2407,Alaskan Pacific Maritime Western Hemlock Forest,Conifer,
2408,Alaskan Pacific Maritime Mountain Hemlock Forest-Southeast,Conifer,
2409,Alaska Sub-boreal White Spruce-Hardwood Forest,Conifer-Hardwood,
2410,Western North American Boreal Treeline White Spruce Woodland-Boreal,Conifer,
2411,Western North American Boreal Treeline White Spruce Woodland-Alaska Sub-boreal,Conifer,
2412,Western North American Boreal White Spruce-Hardwood Forest,Conifer-Hardwood,
2413,Western North American Boreal Mesic Black Spruce Forest-Boreal,Conifer,
2414,Western North American Boreal Mesic Black Spruce Forest-Alaska Sub-boreal,Conifer,
2415,Western North American Boreal Mesic Birch-Aspen Forest,Hardwood,
2416,Western North American Boreal Dry Aspen-Steppe Bluff-Lower Elevations,Hardwood,
2417,Western North American Boreal Dry Aspen-Steppe Bluff-Higher Elevations,Shrubland,
2418,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,Hardwood,
2419,Alaska Sub-boreal Avalanche Slope Shrubland,Shrubland,
2420,Alaska Sub-Boreal Mesic Subalpine Alder Shrubland,Shrubland,
2421,Western North American Boreal Mesic Scrub Birch-Willow Shrubland-Boreal,Shrubland,
2422,Western North American Boreal Mesic Scrub Birch-Willow Shrubland-Alaska Sub-boreal,Shrubland,
2423,Western North American Sub-boreal Mesic Bluejoint Meadow,Grassland,
2424,Western North American Boreal Dry Grassland,Grassland,
2425,Western North American Boreal Active Inland Dune,Shrubland,
2426,Western North American Boreal Montane Floodplain Forest and Shrubland-Boreal,Conifer-Hardwood,
2427,Western North American Boreal Montane Floodplain Forest and Shrubland-Alaska Sub-boreal,Conifer-Hardwood,
2428,Western North American Boreal Lowland Large River Floodplain Forest and Shrubland,Conifer-Hardwood,
2429,Western North American Boreal Riparian Stringer Forest and Shrubland,Riparian,
2430,Western North American Boreal Shrub and Herbaceous Floodplain Wetland,Peatland non-forest,
2431,Western North American Boreal Herbaceous Fen-Alaska Sub-Boreal Complex,Peatland non-forest,
2432,Western North American Boreal Black Spruce Dwarf-tree Peatland-Boreal Complex,Peatland Forest,
2433,Western North American Boreal Black Spruce Dwarf-tree Peatland-Alaska Sub-boreal Complex,Peatland Forest,
2434,Western North American Boreal Black Spruce Wet-Mesic Slope Woodland,Peatland Forest,
2435,Western North American Boreal Deciduous Shrub Swamp,Riparian,
2436,Western North American Boreal Low Shrub-Tussock Tundra,Peatland non-forest,
2437,Western North American Boreal Tussock Tundra,Peatland non-forest,
2438,Western North American Boreal Wet Black Spruce-Tussock Woodland,Peatland Forest,
2439,Western North American Boreal Alpine Dwarf-Shrub Summit,Shrubland,
2441,Western North American Boreal Alpine Mesic Herbaceous Meadow,Grassland,
2442,Western North American Boreal Alpine Ericaceous Dwarf-Shrubland-Complex,Shrubland,
2443,Western North American Boreal Alpine Floodplain-Lower Elevations,Shrubland,
2444,Western North American Boreal Alpine Floodplain-Higher Elevations,Shrubland,
2445,Alaskan Pacific Maritime Western Hemlock Forest,Conifer,
2446,Alaska Sub-boreal White Spruce-Hardwood Forest,Conifer-Hardwood,
2447,Western North American Boreal Treeline White Spruce Woodland-Boreal,Conifer,
2448,Western North American Boreal White Spruce-Hardwood Forest,Conifer-Hardwood,
2449,Western North American Boreal Mesic Black Spruce Forest-Alaska Sub-boreal,Conifer,
2450,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,Hardwood,
2451,Alaska Sub-boreal Avalanche Slope Shrubland,Shrubland,
2452,Alaska Sub-Boreal Mesic Subalpine Alder Shrubland,Shrubland,
2453,Western North American Boreal Mesic Scrub Birch-Willow Shrubland-Alaska Sub-boreal,Shrubland,
2454,Western North American Sub-boreal Mesic Bluejoint Meadow,Grassland,
2455,Western North American Boreal Dry Grassland,Grassland,
2456,Western North American Boreal Montane Floodplain Forest and Shrubland-Alaska Sub-boreal,Conifer-Hardwood,
2457,Western North American Boreal Riparian Stringer Forest and Shrubland,Riparian,
2458,Western North American Boreal Shrub and Herbaceous Floodplain Wetland,Peatland non-forest,
2459,Western North American Boreal Herbaceous Fen-Alaska Sub-Boreal Complex,Peatland non-forest,
2460,Western North American Boreal Black Spruce Dwarf-tree Peatland-Alaska Sub-boreal Complex,Peatland Forest,
2461,Western North American Boreal Black Spruce Wet-Mesic Slope Woodland,Peatland Forest,
2462,Western North American Boreal Deciduous Shrub Swamp,Riparian,
2463,Western North American Boreal Low Shrub-Tussock Tundra,Peatland non-forest,
2464,Western North American Boreal Tussock Tundra,Peatland non-forest,
2465,Western North American Boreal Alpine Dwarf-Shrub Summit,Shrubland,
2467,Western North American Boreal Alpine Ericaceous Dwarf-Shrubland-Complex,Shrubland,
2468,Western North American Boreal Alpine Floodplain-Lower Elevations,Shrubland,
2469,Western North American Boreal Alpine Floodplain-Higher Elevations,Shrubland,
2470,Alaskan Pacific Maritime Alpine Dwarf-Shrubland,Shrubland,
2471,Alaska Sub-boreal Mountain Hemlock Forest-Northern,Conifer,
2472,Alaskan Pacific Maritime Mountain Hemlock Forest-Northern,Conifer,
2473,Alaskan Pacific Maritime Periglacial Woodland and Shrubland,Conifer,
2474,Alaskan Pacific Maritime Wet Low Shrubland,Peatland non-forest,
2476,Temperate Pacific Tidal Salt and Brackish Marsh,Riparian,
2477,Alaskan Pacific Maritime Alpine Wet Meadow,Peatland non-forest,
2478,Alaskan Pacific Maritime Alpine Floodplain,Riparian,
2479,Alaska Sub-boreal Mountain Hemlock-White Spruce Forest,Conifer,
2480,Alaska Sub-boreal White Spruce-Hardwood Forest,Conifer-Hardwood,
2481,North Pacific Alpine and Subalpine Bedrock and Scree,Sparse,
2482,Western North American Boreal Treeline White Spruce Woodland-Boreal,Conifer,
2483,Western North American Boreal Treeline White Spruce Woodland-Alaska Sub-boreal,Conifer,
2484,Western North American Boreal White Spruce-Hardwood Forest,Conifer-Hardwood,
2485,Western North American Boreal Mesic Black Spruce Forest-Boreal,Conifer,
2486,Western North American Boreal Mesic Black Spruce Forest-Alaska Sub-boreal,Conifer,
2487,Western North American Boreal Mesic Birch-Aspen Forest,Hardwood,
2488,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,Hardwood,
2489,Alaska Sub-boreal Avalanche Slope Shrubland,Shrubland,
2491,Western North American Boreal Lowland Large River Floodplain Forest and Shrubland,Conifer-Hardwood,
2492,Western North American Boreal Shrub and Herbaceous Floodplain Wetland,Peatland non-forest,
2493,Western North American Boreal Herbaceous Fen-Alaska Sub-Boreal Complex,Peatland non-forest,
2494,Western North American Boreal Black Spruce Dwarf-Tree Peatland-Boreal Complex,Peatland Forest,
2495,Western North American Boreal Black Spruce Dwarf-Tree Peatland-Alaska Sub-boreal Complex,Peatland Forest,
2496,Western North American Boreal Black Spruce Wet-Mesic Slope Woodland,Peatland Forest,
2497,Western North American Boreal Tussock Tundra,Peatland non-forest,
2498,Western North American Boreal Alpine Floodplain-Lower Elevations,Shrubland,
2499,Alaska Arctic Mesic Alder Shrubland,Shrubland,
2500,Alaska Arctic Mesic-Wet Willow Shrubland,Shrubland,
2501,Aleutian Mesic-Wet Willow Shrubland,Shrubland,
2502,Aleutian Kenai Birch-Cottonwood-Poplar Forest,Hardwood,
2503,Alaska Sub-boreal and Maritime Alpine Mesic Herbaceous Meadow,Grassland,
2504,Alaskan Pacific Maritime Sitka Spruce Forest,Conifer,
2505,Alaskan Pacific Maritime Mesic Herbaceous Meadow,Grassland,
2506,Alaskan Pacific Maritime Floodplain Forest and Shrubland,Conifer,
2508,North Pacific Shrub Swamp,Riparian,
2509,Temperate Pacific Tidal Salt and Brackish Marsh,Riparian,
2511,Aleutian American Dunegrass Grassland,Grassland,
2512,Alaska Sub-boreal White Spruce-Hardwood Forest,Conifer-Hardwood,
2513,Alaska Arctic Scrub Birch-Ericaceous Shrubland-Infrequent Fire,Shrubland,
2514,Alaska Arctic Mesic Sedge-Willow Tundra,Shrubland,
2515,Alaska Arctic Acidic Sparse Tundra,Grassland,
2516,Alaska Arctic Lichen Tundra,Grassland,
2517,Alaska Arctic Dwarf-Shrubland-Frequent Fire,Shrubland,
2518,Alaska Arctic Tussock Tundra-Infrequent Fire,Grassland,
2519,Alaska Arctic Wet Sedge Meadow,Peatland non-forest,
2520,Alaska Arctic Mesic Herbaceous Meadow,Grassland,
2521,Alaska Arctic Coastal Sedge-Dwarf-Shrubland,Shrubland,
2522,Alaska Arctic Wet Sedge-Sphagnum Peatland,Peatland non-forest,
2523,Alaska Arctic Sedge Freshwater Marsh,Riparian,
2524,Alaska Arctic Marine Beach and Beach Meadow,Grassland,
2525,Alaska Arctic Tidal Marsh,Riparian,
2527,Alaska Arctic Floodplain,Hardwood,
2528,Aleutian Rocky Headland and Sea Cliff,Grassland,
2529,Aleutian Mesic Alder-Salmonberry Shrubland,Shrubland,
2530,Aleutian Crowberry-Herbaceous Heath,Shrubland,
2531,Aleutian Mixed Dwarf-Shrub-Herbaceous Shrubland,Shrubland,
2532,Aleutian Freshwater Marsh,Riparian,
2533,Aleutian Wet Meadow and Herbaceous Peatland-Complex,Peatland non-forest,
2534,Aleutian Marine Beach and Beach Meadow,Grassland,
2535,Aleutian Tidal Marsh,Riparian,
2536,Aleutian Shrub and Herbaceous Meadow Floodplain,Grassland,
2537,Aleutian Floodplain Forest and Shrubland,Hardwood,
2538,Aleutian Floodplain Wetland,Riparian,
2539,Aleutian Sparse Heath and Fell-Field,Shrubland,
2540,Aleutian Oval-leaf Blueberry Shrubland,Shrubland,
2541,Aleutian Volcanic Rock and Talus,Sparse,
2542,Western North American Boreal Treeline White Spruce Woodland-Alaska Sub-boreal,Conifer,
2543,Western North American Boreal White Spruce-Hardwood Forest,Conifer-Hardwood,
2544,Western North American Boreal Mesic Black Spruce Forest-Alaska Sub-boreal,Conifer,
2545,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,Hardwood,
2546,Western North American Boreal Mesic Scrub Birch-Willow Shrubland-Alaska Sub-boreal,Shrubland,
2547,Alaskan Pacific Maritime Alpine Dwarf-Shrubland,Shrubland,
2548,Alaskan Pacific Maritime Sitka Spruce Forest,Conifer,
2549,Alaska Sub-boreal and Maritime Alpine Mesic Herbaceous Meadow,Grassland,
2550,Alaskan Pacific Maritime Mountain Hemlock Forest-Northern,Conifer,
2551,Alaskan Pacific Maritime Periglacial Woodland and Shrubland,Conifer,
2552,Alaskan Pacific Maritime Subalpine Alder-Salmonberry Shrubland,Shrubland,
2553,Alaskan Pacific Maritime Sitka Spruce Beach Ridge,Conifer,
2554,Alaskan Pacific Maritime Sitka Spruce Beach Ridge,Conifer,
2555,Alaskan Pacific Maritime Shrub and Herbaceous Floodplain Wetland,Riparian,
2556,Alaskan Pacific Maritime Mountain Hemlock Peatland,Peatland Forest,
2557,Alaskan Pacific Maritime Mountain Hemlock Peatland,Peatland Forest,
2558,Alaskan Pacific Maritime Wet Low Shrubland,Peatland non-forest,
2560,Alaskan Pacific Maritime Fen and Wet Meadow,Peatland non-forest,
2561,Temperate Pacific Freshwater Emergent Marsh,Riparian,
2562,North Pacific Shrub Swamp,Riparian,
2563,Alaskan Pacific Maritime Coastal Meadow and Slough-Levee,Riparian,
2564,Temperate Pacific Tidal Salt and Brackish Marsh,Riparian,
2566,Alaskan Pacific Maritime Alpine Floodplain,Riparian,
2567,Alaska Sub-boreal White Spruce-Hardwood Forest,Conifer-Hardwood,
2568,Alaskan Pacific Maritime Avalanche Slope Shrubland,Shrubland,
2569,Alaskan Pacific Maritime Poorly Drained Conifer Woodland,Peatland Forest,
2570,Alaskan Pacific Maritime Alpine Dwarf-Shrubland,Shrubland,
2571,Alaskan Pacific Maritime Sitka Spruce Forest,Conifer,
2572,Alaskan Pacific Maritime Western Hemlock Forest,Conifer,
2573,Alaskan Pacific Maritime Mountain Hemlock Forest-Northern,Conifer,
2574,Aleutian Mesic Herbaceous Meadow,Grassland,
2575,Aleutian Mesic Herbaceous Meadow,Grassland,
2576,Alaskan Pacific Maritime Subalpine Alder-Salmonberry Shrubland,Shrubland,
2577,Alaskan Pacific Maritime Sitka Spruce Beach Ridge,Conifer,
2578,Alaskan Pacific Maritime Floodplain Forest and Shrubland,Conifer,
2579,Alaskan Pacific Maritime Shore Pine Peatland,Peatland Forest,
2580,Alaskan Pacific Maritime Mountain Hemlock Peatland,Peatland Forest,
2581,Alaskan Pacific Maritime Wet Low Shrub,Peatland non-forest,
2582,Alaskan Pacific Maritime Wet Low Shrubland,Peatland non-forest,
2584,Alaskan Pacific Maritime Fen and Wet Meadow,Peatland non-forest,
2585,Temperate Pacific Freshwater Emergent Marsh,Riparian,
2586,North Pacific Shrub Swamp,Riparian,
2587,Alaskan Pacific Maritime Coastal Meadow and Slough-Levee,Riparian,
2588,Temperate Pacific Tidal Salt and Brackish Marsh,Riparian,
2590,Alaskan Pacific Maritime Avalanche Slope Shrubland,Shrubland,
2591,Alaskan Pacific Maritime Poorly Drained Conifer Woodland,Peatland Forest,
2592,Western North American Boreal Alpine Talus and Bedrock,Sparse,
2593,Western North American Boreal Alpine Talus and Bedrock,Sparse,
2594,Western North American Boreal Alpine Talus and Bedrock,Sparse,
2595,Western North American Boreal Alpine Talus and Bedrock,Sparse,
2596,Hawaii Freshwater Marsh,,
2597,Hawaii Bog,,
2598,Hawaii Lowland Rainforest,,
2599,Hawaii Montane Cloud Forest,,
2600,Hawaii Montane Rainforest,,
2601,Hawaii Wet Cliff and Ridge Crest Shrubland,,
2602,Hawaii Lowland Dry Forest,,
2603,Hawaii Lowland Mesic Forest,,
2604,Hawaii Montane-Subalpine Dry Forest and Woodland-Lava,,
2605,Hawaii Montane-Subalpine Mesic Forest,,
2606,Hawaii Lowland Dry Shrubland,,
2607,Hawaii Lowland Mesic Shrubland,,
2608,Hawaii Lowland Dry Grassland,,
2609,Hawaii Lowland Mesic Grassland,,
2610,Hawaii Montane-Subalpine Dry Shrubland,,
2611,Hawaii Montane-Subalpine Dry Grassland,,
2612,Hawaii Montane-Subalpine Mesic Grassland,,
2613,Hawaii Alpine Dwarf-Shrubland,,
2614,Hawaii Dry Cliff,,
2615,Hawaii Dry Coastal Strand,,
2616,Hawaii Wet-Mesic Coastal Strand,,
2617,Hawaii Subalpine Mesic Shrubland,,
2700,Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,Shrubland,
2701,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,
2702,Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,Shrubland,
2703,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,
2704,Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,Shrubland,
2705,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,
2706,Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,Shrubland,
2707,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,
2708,Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,Shrubland,
2709,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,
2710,Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,Shrubland,
2711,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,
2712,Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,Shrubland,
2713,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,
2714,Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,Shrubland,
2715,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,
2716,Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,Shrubland,
2717,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,
2718,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,
2719,Mediterranean California Mixed Evergreen Forest-Coastal,Conifer,
2720,Mediterranean California Mixed Evergreen Forest-Interior,Conifer,
2721,Mediterranean California Mixed Evergreen Forest-Coastal,Conifer,
2722,Mediterranean California Mixed Evergreen Forest-Interior,Conifer,
2723,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,
2724,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,
2725,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,
2726,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,
4401,Alaska Arctic Coastal Sedge-Dwarf-Shrubland,Dwarf Shrubland,
4402,Alaska Arctic Floodplain Forest,Floodplain Forest and Shrubland,
4403,Alaska Arctic Large River Floodplain Forest,Floodplain Forest and Shrubland,
4404,Alaska Arctic Mesic Alder Shrubland,Alder Shrubland,
4405,Alaska Arctic Permafrost Plateau Dwarf-Shrub Lichen Tundra,Shrub Tundra,
4406,Alaska Arctic Tidal Flat,Tidal Flat,
4407,Alaska Sub-boreal and Maritime Alpine Mesic Herbaceous Meadow,Herbaceous Meadow,
4408,Alaska Sub-boreal Mesic Subalpine Alder Shrubland,Avalanche Slope Shrubland,
4409,Alaska Sub-boreal Mountain Hemlock-White Spruce Forest,White Spruce Forest and Woodland,
4410,Alaska Sub-boreal White-Lutz Spruce Forest and Woodland,White Spruce Forest and Woodland,
4411,Alaskan Pacific Acidic Shrub Peatland,Shrub and Herbaceous Peatlands,
4412,Alaskan Pacific Alpine-Subalpine Dwarf-shrubland & Heath,Dwarf Shrubland,
4413,Alaskan Pacific Floodplain Conifer Forest,Floodplain Forest and Shrubland,
4414,Alaskan Pacific Maritime Alpine Floodplain Shrubland,Alpine Floodplain,
4415,Alaskan Pacific Maritime Avalanche Slope Shrubland,Avalanche Slope Shrubland,
4416,Alaskan Pacific Maritime Coastal Meadow and Slough-Levee,Beach Meadow,
4417,Alaskan Pacific Maritime Mesic Herbaceous Meadow,Herbaceous Meadow,
4418,Alaskan Pacific Maritime Mountain Hemlock-Shore Pine Peatland,Peatland Forests,
4419,Alaskan Pacific Maritime Western Hemlock Forest,Western Hemlock-Yellow-cedar Forest,
4420,Alaskan Pacific Mesic Western Hemlock-Yellow-cedar Forest,Western Hemlock-Yellow-cedar Forest,
4421,Alaskan Pacific Mountain Hemlock Forest and Subalpine Woodland ,Mountain Hemlock Forest and Woodland,
4422,Alaskan Pacific Poorly Drained Conifer Woodland,Peatland Forests,
4423,Alaskan Pacific Sitka Spruce Forest and Beach Ridge,Sitka Spruce Forest,
4424,Alaskan Pacific Wet Low Shrubland & Floodplain Wetland,Shrub and Herbaceous Floodplain Wetland,
4425,Alaskan Pacific-Aleutian Alder-Salmonberry-Copperbush Shrubland,Alder Shrubland,
4426,Alaskan Pacific-Aleutian Coastal Dune Beach and Beach Meadow,Beach Meadow,
4427,Alaskan Pacific-Aleutian Fen and Wet Meadow,Wet Meadow,
4428,Alaskan Pacific-Aleutian Rocky Coastline and Sea Cliff,Sparse Vegetation,
4429,Aleutian Ericaceous Dwarf-shrubland Heath and Fell-field,Dwarf Shrubland,
4430,Aleutian Mesic Herbaceous Meadow,Herbaceous Meadow,
4431,Aleutian Mesic-Wet Willow Shrubland,Willow Shrubland,
4432,Aleutian Volcanic Rock and Talus,Sparse Vegetation,
4434,North American Arctic Bedrock and Talus,Sparse Vegetation,
4435,North American Arctic Dryas Tundra,Shrub Tundra,
4436,North American Arctic Dwarf-Shrub Lichen Tundra,Dwarf Shrubland,
4437,North American Arctic Dwarf-shrub-Sphagnum Peatland,Shrub and Herbaceous Peatlands,
4438,North American Arctic Freshwater Marsh,Freshwater Marsh,
4439,North American Arctic Lichen Tundra,Shrub Tundra,
4440,North American Arctic Mesic Herbaceous Meadow,Herbaceous Meadow,
4441,North American Arctic Mesic Sedge-Willow Tundra,Shrub Tundra,
4442,North American Arctic Mesic-Wet Low Willow Shrubland,Willow Shrubland,
4443,North American Arctic Polygonal Ground Shrub-Tussock Tundra,Shrub Tundra,
4444,North American Arctic Scrub Birch-Ericaceous Shrubland,Dwarf Shrubland,
4445,North American Arctic Sparse Tundra,Sparse Tundra,
4446,North American Arctic Wet Sedge Tundra and Polygonal Ground ,Wet Meadow,
4447,North American Arctic-Subarctic Coastal Dune & Beach Meadow,Beach Meadow,
4448,North American Arctic-Subarctic Shrub-Tussock Tundra,Tussock Tundra,
4449,North American Arctic-Subarctic Tidal Salt and Brackish Marsh,Tidal Marsh,
4450,North American Arctic-Subarctic Tussock Tundra,Tussock Tundra,
4453,Western North American Boreal Alpine Dwarf-shrubland,Dwarf Shrubland,
4454,Western North American Boreal Alpine Mesic Herbaceous Meadow,Herbaceous Meadow,
4455,Western North American Boreal Montane-Alpine Talus and Bedrock,Sparse Vegetation,
4456,Western North American Boreal Black Spruce Bog and Dwarf-Tree Peatland,Peatland Forests,
4457,Western North American Boreal Black Spruce-Tamarack Fen,Black Spruce Forest and Woodland,
4458,Western North American Boreal Cliff Scree and Rock,Sparse Vegetation,
4459,Western North American Boreal Dry Aspen-Steppe Bluff,Dry Aspen-Steppe Bluff,
4460,Western North American Boreal Dry Grassland,Boreal Grassland,
4461,Western North American Boreal Freshwater Emergent Marsh,Freshwater Marsh,
4462,Western North American Boreal Lowland Large River Floodplain Conifer Forest,Floodplain Forest and Shrubland,
4463,Western North American Boreal Mesic Birch-Aspen Forest,Birch-Aspen Forest,
4464,Western North American Boreal Mesic Bluejoint-Forb Meadow,Wet Meadow,
4465,Western North American Boreal Mesic Scrub Birch-Willow Shrubland,Willow Shrubland,
4466,Western North American Boreal Mesic White Spruce Forest,White Spruce Forest and Woodland,
4467,Western North American Boreal Mesic-Wet Black Spruce Forest and Woodland,Black Spruce Forest and Woodland,
4468,Western North American Boreal Montane Floodplain Conifer Forest,Floodplain Forest and Shrubland,
4469,Western North American Boreal Riparian Stringer Conifer Forest,Riparian Stringer Forest and Shrubland,
4470,Western North American Boreal Shrub Floodplain,Shrub and Herbaceous Floodplain Wetland,
4471,Western North American Boreal Shrub Swamp,Shrub Swamp,
4472,Western North American Boreal Shrub-Sedge Bog & Acidic Fen,Dwarf Shrubland,
